6293,multi-index,pandas,0.5510039779403835
16459,griddb,pandas,0.5510039779403835
14031,android-package-managers,android,0.5510039779403835
16987,apache-tvm,android,0.5510039779403835
3661,django-signals,django,0.5510039779403835
11167,quantmod,r,0.5510039779403835
10699,stan,r,0.5510039779403835
12993,android-sdk-tools,android,0.9713638221823955
10999,code-regions,r,0.5510039779403835
12001,django-admin,django,0.9963104698873989
18795,swift-keypath,swift,1.4086708536322319
2791,django-cors-headers,django,0.5510039779403835
2319,winforms,c#,0.6290628748152711
20421,django-comments,django,0.5510039779403835
13283,tapply,r,0.5510039779403835
12795,base-class-library,c#,0.5510039779403835
6641,pandas-datareader,pandas,0.5510039779403835
3721,sign-in-with-apple,ios,0.5510039779403835
19137,asp.net-ajax,c#,0.8150837309762012
1553,tsqlt,sql-server,0.5510039779403835
16147,django-commands,django,0.5510039779403835
10097,kotlin,android,1.9159613634188881
1835,ktlint,android,0.5510039779403835
10703,django-rest-framework,django,1.5298625447514747
11083,datagridviewimagecolumn,c#,0.5510039779403835
3237,interbase,c#,0.5510039779403835
4685,gephi,r,0.5510039779403835
17837,pydev,pandas,0.5510039779403835
1641,memorycache,c#,0.5510039779403835
4799,model.matrix,r,0.5510039779403835
3853,ggpairs,r,0.5510039779403835
12629,lstm,keras,0.8113843514909737
10057,python-rq,pandas,0.5510039779403835
3345,gridjs,django,0.5510039779403835
3053,nstask,swift,0.5510039779403835
7133,sql-server-2014,sql-server,0.5510039779403835
14487,watchos-8,ios,0.5510039779403835
3695,graphql.net,c#,0.5510039779403835
12883,postgrest,sql-server,0.7675198431471031
12133,cil,c#,0.5510039779403835
12621,rcurl,r,0.5510039779403835
18731,unity3d,c#,1.7585431488224683
10135,swiftui-list,ios,0.5876596956991536
11425,colorama,pandas,0.5510039779403835
5399,phpicker,swift,0.5876596956991536
11417,keylistener,pandas,0.5510039779403835
6393,auto-keras,keras,0.6119438699756358
16797,uiactivityviewcontroller,swift,1.7529451829180438
15863,xcode12,swift,0.5876596956991536
1543,regularized,keras,0.5510039779403835
2365,mxnet-gluon,keras,0.5510039779403835
11381,manage.py,django,0.5510039779403835
8867,blockchain,solidity,2.5798487615212875
13003,django-multiselectfield,django,0.5510039779403835
3679,uistepper,ios,0.5876596956991536
2459,aggregates,sql-server,0.5510039779403835
499,localdb,sql-server,0.5510039779403835
8005,rstudio-connect,sql-server,0.5510039779403835
5895,android-spinner,android,0.5510039779403835
7423,atomic-swap,solidity,0.6596607240723531
1127,int32,c#,0.5510039779403835
14183,dataform,sql-server,0.5510039779403835
10683,jsonlite,r,0.5510039779403835
519,macos-high-sierra,swift,0.5510039779403835
5615,android-fonts,android,0.5510039779403835
6267,datarobot,keras,0.5510039779403835
8551,quickaction,ios,0.5510039779403835
8869,object-detection-api,keras,0.6552665577411984
5823,jquery-events,android,0.5510039779403835
11111,series,pandas,0.5510039779403835
16513,uidocumentpickerviewcontroller,swift,1.3720151358734618
9737,swift-composable-architecture,ios,0.5510039779403835
8829,pyxel,pandas,0.5510039779403835
3271,collectionviewsource,c#,0.5510039779403835
7608,ussd,ios,0.5510039779403835
16242,djongo,django,0.9963104698873989
10505,rio,r,0.5510039779403835
11536,swirl,r,0.5510039779403835
9282,getselection,solidity,0.5510039779403835
14136,r-distill,r,0.5510039779403835
13477,core-motion,swift,0.6627913839412329
11638,admob-rewardedvideoad,ios,0.5510039779403835
5000,sap-business-one-di-api,c#,0.5510039779403835
14568,import-contacts,solidity,0.6943773415360667
202,baseadapter,android,0.5510039779403835
20036,tableview,swift,5.035351653591352
20230,pagerduty,pandas,0.5510039779403835
7654,file-writing,pandas,0.5510039779403835
7630,truffle,solidity,0.7751496988102632
8367,django-import-export,django,0.6712146791277105
5144,usagestatsmanager,android,0.5510039779403835
9464,cumulative-frequency,pandas,0.5510039779403835
8121,calendarkit,ios,0.5510039779403835
19614,cinemachine,c#,1.2834345607314124
10295,renderaction,c#,0.6290628748152711
9516,uikit,swift,0.9935328601210692
750,iphone,ios,0.7071217716901589
13057,nsdictionary,swift,0.5510039779403835
18392,unity3d-gui,c#,0.5510039779403835
6279,ethers.js,solidity,0.9633334975587302
13736,bogus,c#,0.5510039779403835
5379,binance-smart-chain,solidity,0.6596607240723531
11550,pyxml,pandas,0.5510039779403835
9155,ess,r,0.5510039779403835
15784,wide-format-data,pandas,0.5510039779403835
10023,xcframework,ios,0.5876596956991536
2182,modin,pandas,0.5510039779403835
15989,bacpac,sql-server,0.5510039779403835
11799,vgg-net,keras,0.6552665577411984
19767,motorola-emdk,android,0.5510039779403835
5153,mpxj,c#,0.5510039779403835
14065,exceldatareader,c#,0.7728213432265225
12747,csv,pandas,0.5510039779403835
14890,pmml,keras,0.5510039779403835
6509,sql-server-2017,sql-server,0.5510039779403835
11895,odk,android,0.5510039779403835
19579,python,pandas,18.86791968256609
16049,guard-statement,ios,1.3720151358734618
2881,insets,swift,0.6261356661824629
3599,locationlistener,android,0.5510039779403835
15416,bottomsheetdialogfragment,android,0.5510039779403835
2559,tastypie,django,0.5510039779403835
1649,nlm,r,0.5510039779403835
18576,android-sensors,android,0.5510039779403835
19621,leveldb,solidity,0.5510039779403835
3632,electrode-native,ios,0.5510039779403835
5407,sklightnode,swift,0.5510039779403835
1236,apple-maps,ios,0.5510039779403835
5891,reshape2,r,0.5510039779403835
16438,tensorflow2.x,pandas,0.6552665577411984
20647,postgres-12,sql-server,0.7675198431471031
386,nsfilemanager,swift,0.5510039779403835
16629,tf.keras,keras,2.6016923705283976
13728,cidetector,ios,0.5510039779403835
14078,image-classification,keras,1.1574974839719554
5751,ggplot2,r,1.1754751529394847
20711,fuglu,pandas,0.5510039779403835
1015,python-schedule,django,0.5510039779403835
11299,read-uncommitted,sql-server,0.7675198431471031
3477,learnr,r,0.5510039779403835
11683,uitableview,swift,0.7566055279947952
4098,quartile,r,0.5510039779403835
16623,dataframe,pandas,2.856213300817274
4148,default-implementation,c#,0.5510039779403835
18877,enterprisedb,sql-server,0.5510039779403835
1465,widgetkit,ios,0.5510039779403835
17680,backpropagation,keras,0.5943266657059461
20677,xcode-storyboard,ios,4.797696008646423
10978,webgrid,c#,0.5510039779403835
2317,data.table,r,0.5510039779403835
17070,django-polymorphic,django,0.5510039779403835
8980,bart,r,0.5510039779403835
1739,magrittr,r,0.5510039779403835
2258,quantstrat,r,0.5510039779403835
10849,google-cloud-data-transfer,sql-server,0.5510039779403835
10470,change-tracking,sql-server,0.5510039779403835
6549,tiling,c#,0.5510039779403835
19411,aforge,c#,0.5510039779403835
9933,flipper,android,0.5510039779403835
12395,rnaturalearth,r,0.5510039779403835
14601,roundhouse,sql-server,0.5510039779403835
15635,uidocumentbrowserviewcontroller,ios,1.3720151358734618
15199,pandas-apply,pandas,0.5510039779403835
10315,swiftui-tabview,ios,0.7125373810352237
8155,deployment-target,ios,0.5510039779403835
8856,sql,sql-server,3.0566945676242776
15249,table-alias,sql-server,0.7675198431471031
6219,simpletransformers,keras,0.5510039779403835
18548,trax,keras,0.5510039779403835
15333,swift,ios,15.454658839390428
570,for-json,sql-server,0.5510039779403835
2601,edb,sql-server,0.5510039779403835
1694,researchkit,swift,0.5876596956991536
13989,crosstable,r,0.5510039779403835
15098,pg-catalog,sql-server,0.7675198431471031
4835,.net-core,c#,1.5657696373139232
12315,google-merchant-center,sql-server,0.5510039779403835
16714,tidyselect,r,0.5510039779403835
6553,h3,pandas,0.5510039779403835
2040,uitabbaritem,swift,0.5510039779403835
12246,readr,r,0.7071217716901589
100,content-length,r,0.5510039779403835
3496,hardhat,solidity,0.5930030583241546
5910,microsoft365r,r,0.5510039779403835
658,django-tables2,django,0.5510039779403835
354,django-urls,django,0.5510039779403835
16882,matic,solidity,0.7337432652148079
84,hyperledger-sawtooth,solidity,0.5510039779403835
7912,android-studio,android,0.6680923232527151
15612,http-patch,django,0.8760997687000719
2150,read-sql,pandas,0.5510039779403835
15386,ashx,c#,0.5510039779403835
17962,redash,sql-server,0.7675198431471031
19190,field-names,pandas,0.7071217716901589
16908,quadprog,r,0.5510039779403835
6510,hyperledger-besu,solidity,0.6277196757878681
9276,nsdateformatter,ios,0.5510039779403835
13656,input-split,pandas,0.5510039779403835
4014,smartcontracts,solidity,1.2549043111862785
17446,filehelpers,c#,0.5510039779403835
10892,qlpreviewcontroller,ios,0.5510039779403835
12356,mkmapview,ios,0.5510039779403835
3280,uidocumentpicker,swift,0.5876596956991536
18924,truthtable,r,0.5510039779403835
14262,locationmanager,android,0.5510039779403835
742,navgraph,android,0.5510039779403835
11472,django-oscar,django,0.5510039779403835
4906,annoy,pandas,0.5510039779403835
7526,functional-api,keras,0.6552665577411984
19894,asp.net-core,c#,5.350307645087162
8168,ropensci,r,0.5510039779403835
20208,kingfisher,ios,3.9766848507133448
15814,google-auth-library,c#,0.5510039779403835
10320,game-engine,c#,0.5510039779403835
3538,aide,android,0.5510039779403835
5678,data-wrangling,r,0.5510039779403835
15000,magick.net,c#,0.5510039779403835
11972,skorch,keras,0.5510039779403835
11492,pragma,solidity,0.5930030583241546
7372,django-debug-toolbar,django,0.5510039779403835
4154,role-based-access-control,c#,0.5510039779403835
8086,bootstrap-tabs,c#,0.5510039779403835
4610,restful-authentication,c#,0.5510039779403835
13154,ch,c#,0.5510039779403835
1958,monkeyrunner,android,0.5510039779403835
1016,android-studio-2.0,android,0.5510039779403835
766,memory-pool,c#,0.5510039779403835
15002,pg-notify,sql-server,0.5510039779403835
16626,conv-neural-network,keras,3.8184273294283777
2978,noaa,sql-server,0.5510039779403835
4158,buildbot,pandas,0.5510039779403835
18480,tween,c#,0.5510039779403835
20218,kucoin,solidity,0.63177633521458
20574,ethereum,solidity,12.599766164280553
8218,swift-keyboard,ios,0.5510039779403835
15610,handwriting-recognition,keras,0.5943266657059461
10476,android-annotations,android,0.5510039779403835
1468,.net-6.0,c#,0.5510039779403835
2132,grepl,r,0.5510039779403835
720,gigya,swift,0.5510039779403835
11716,quoted-identifier,sql-server,0.8150837309762012
8594,razor-class-library,c#,0.5510039779403835
4414,deep-learning,keras,1.0193573591897094
1988,tron,solidity,0.5510039779403835
2194,picker,ios,0.5876596956991536
17094,openzeppelin,solidity,2.164647515402159
20540,nethereum,solidity,1.6393263735099912
20480,data-generation,keras,1.3314728373556588
86,database-sequence,sql-server,0.5510039779403835
16318,tidyquant,r,1.2377921722779366
1206,coordinator-layout,android,0.5510039779403835
6166,dplyr,r,1.6646442400221142
3906,remix,solidity,0.63177633521458
4684,default.png,keras,0.5943266657059461
12584,remoting,ios,0.5510039779403835
4594,urlize,django,0.5510039779403835
15936,udpipe,r,0.5510039779403835
6076,uniswap,solidity,0.6596607240723531
8624,metrickit,swift,0.5510039779403835
18566,fantom,solidity,0.775742345598579
9812,multi-table-inheritance,django,0.5510039779403835
18630,.net,c#,2.413290857678979
2408,solidity,solidity,1.1364457045020409
3928,android-vectordrawable,android,0.5510039779403835
11086,morris.js,django,0.5510039779403835
15640,factorization,pandas,0.5510039779403835
464,scrypto,solidity,0.5510039779403835
9484,setparent,c#,0.5510039779403835
5058,rotativa,c#,0.5510039779403835
10034,viewbag,c#,0.5510039779403835
9472,upsetplot,r,0.5510039779403835
13990,libsmbclient,c#,0.7728213432265225
12904,ios13,swift,0.5876596956991536
11118,swiftui-swipeactions,swift,0.7895160145556587
14270,zk-snark,solidity,0.775742345598579
17604,moralis,solidity,1.6837615053143493
15696,user-accounts,c#,0.5510039779403835
3152,opayo,c#,0.5510039779403835
12188,forced-unwrapping,swift,0.6581897610729794
20798,cfsocket,ios,3.9766848507133448
19888,nslocalizedstring,ios,5.702320865742093
17528,bloom,ios,1.3720151358734618
17420,tensorflow-estimator,sql-server,0.6119438699756358
13504,swift-package-manager,swift,0.9206668565953404
7510,xcconfig,swift,0.5876596956991536
336,geth,solidity,0.5510039779403835
15336,swiftui,swift,5.321521676307605
15638,html-encode,c#,0.8150837309762012
7920,tsql,sql-server,1.4877107404390355
9962,tinymce-4,django,0.5510039779403835
1466,django-models,django,0.7071217716901589
12882,callkit,swift,0.5876596956991536
11680,confusion-matrix,keras,0.7504444594557215
12520,resnet,keras,0.794510701261203
7590,json-api-response-converter,swift,0.5510039779403835
12550,google-play-games,android,0.5510039779403835
12182,ply,pandas,0.5510039779403835
14760,pagecontrol,ios,0.6448181219939457
18858,uicolor,ios,1.7998013455677844
11248,resource-id,android,0.6456503904011847
15332,openfiledialog,c#,0.5510039779403835
10194,android-safe-args,android,0.993805755033926
13416,bootstrap-file-input,c#,0.5510039779403835
20702,pandas-groupby,pandas,9.93982815483066
14274,fscalendar,ios,0.5510039779403835
17762,3dtouch,ios,1.4556288350360531
8428,pandas-explode,pandas,0.5510039779403835
17976,ios-animations,ios,2.276639992969132
4046,tempdata,c#,0.5510039779403835
4690,semantic-segmentation,keras,0.6552665577411984
4294,asp.net-membership,c#,0.5510039779403835
1458,django-static,django,0.5510039779403835
8724,npz-file,pandas,0.5510039779403835
1724,entity-framework-4,c#,0.5510039779403835
3002,k-fold,r,0.5510039779403835
9370,ng-grid,c#,0.5510039779403835
12162,javax.sound.midi,android,0.5510039779403835
11694,recode,r,0.9047408789450828
8046,ios-charts,swift,0.5510039779403835
8916,system-tables,sql-server,0.7675198431471031
102,core-text,ios,0.5510039779403835
18256,android-gradient-drawable,android,0.8767174097215945
16868,sql-server-2012,sql-server,1.8681502890830195
16218,go-ethereum,solidity,1.136672031625056
972,starscream,ios,0.5510039779403835
12376,uikeycommand,ios,0.5510039779403835
5830,deeplab,keras,0.5943266657059461
6020,uifeedbackgenerator,swift,0.5876596956991536
8058,pancakeswap,solidity,0.9634775342112628
6890,django-registration,django,0.5510039779403835
20298,logentries,django,0.5510039779403835
8056,ios-statusbar,swift,0.5510039779403835
3734,asp.net-web-api2,c#,0.5510039779403835
20462,custom-notification,android,0.5510039779403835
12712,chatterbot,pandas,0.5510039779403835
